id,headline,country,label,headline_clean,sentiment_polarity,sentiment_score,emotional_intensity,subjectivity,framing_score,loaded_language,loaded_binary,framing_norm,bias_index
885,Heavyweight Veteran Mahmoud Charr walks a lion dramatically challenging Tyson Fury,India,,heavyweight veteran mahmoud charr walks a lion dramatically challenging tyson fury,negative,-0.4767,0.4767,0.5,0,no,0,0.0,0.34184499999999995
886,Birthday special: Best songs of Diljit Dosanjh,India,,birthday special best songs of diljit dosanjh,positive,0.7845,0.7845,0.4357142857142857,0,no,0,0.0,0.427075
887,"Karnataka State Human Rights Commission calls for tents, food, water for families evicted from Kogilu",India,,karnataka state human rights commission calls for tents food water for families evicted from kogilu,neutral,0.0,0.0,0.1,0,no,0,0.0,0.034999999999999996
888,Karnataka government sanctions Rs 50 crore for the third largest lung space for Bengaluru,India,,karnataka government sanctions rs 50 crore for the third largest lung space for bengaluru,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
889,"Adani Enterprises to raise 1,000 crore through NCDs",India,,adani enterprises to raise 1000 crore through ncds,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
890,Rupee slips 23 paise to close at 90.2 against dollar,India,,rupee slips 23 paise to close at 902 against dollar,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
891,ITC price target slashed 26% on likely cigarette price hikes,India,,itc price target slashed 26 on likely cigarette price hikes,negative,-0.2263,0.2263,1.0,0,no,0,0.0,0.42920499999999995
892,Happy Streets: All roads lead to Bellandur tomorrow,India,,happy streets all roads lead to bellandur tomorrow,positive,0.5719,0.5719,1.0,0,no,0,0.0,0.550165
893,"Govt clears 22 electronics parts projects at Rs 42,000 crore investment",India,,govt clears 22 electronics parts projects at rs 42000 crore investment,positive,0.0772,0.0772,0.0,0,no,0,0.0,0.02702
894,NBA injury update: Is Devin Vassell playing today? San Antonio Spurs suffer health setback as star about to miss time with adductor strain,India,,nba injury update is devin vassell playing today san antonio spurs suffer health setback as star about to miss time with adductor strain,negative,-0.743,0.743,0.0,0,no,0,0.0,0.26005
895,Bigg Boss OTT 3 winner Sana Makbul opens up about ending her last relationship; says 'My p artner had issues when I became more successful than him',India,,bigg boss ott 3 winner sana makbul opens up about ending her last relationship says my p artner had issues when i became more successful than him,positive,0.8357,0.8357,0.5055555555555555,0,no,0,0.0,0.4694394444444444
896,Supreme Court-appointed panel inspects Bannerghatta National Park to assess eco-sensitive zone reduction,India,,supreme courtappointed panel inspects bannerghatta national park to assess ecosensitive zone reduction,positive,0.5574,0.5574,0.0,0,no,0,0.0,0.19508999999999999
897,"How the SALT deduction may add $1,000 to Americans’ tax refunds in 2026",India,,how the salt deduction may add 1000 to americans tax refunds in 2026,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
898,Bird hit brings Belagavi Vande Bharat to a halt for 1 hour,India,,bird hit brings belagavi vande bharat to a halt for 1 hour,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
899,4 injured as bus rams toll plaza near Devanahalli in Bengaluru,India,,4 injured as bus rams toll plaza near devanahalli in bengaluru,negative,-0.4019,0.4019,0.4,0,no,0,0.0,0.28066499999999994
900,Will crack down on unauthorised road-cutting: Greater Bengaluru Authority chief,India,,will crack down on unauthorised roadcutting greater bengaluru authority chief,positive,0.4215,0.4215,0.3944444444444445,0,no,0,0.0,0.28558055555555556
901,SC to courts: Impose timelines in probes only if there's delay,India,,sc to courts impose timelines in probes only if theres delay,negative,-0.5423,0.5423,1.0,0,no,0,0.0,0.539805
902,Three more charged in Bengaluru prison radicalisation case,India,,three more charged in bengaluru prison radicalisation case,negative,-0.659,0.659,0.5,0,no,0,0.0,0.40564999999999996
903,"Now, Pakistan backs China's claim that it mediated during Op Sindoor",India,,now pakistan backs chinas claim that it mediated during op sindoor,negative,-0.0516,0.0516,0.0,0,no,0,0.0,0.01806
904,"No repeated cross-exam for Pocso survivor, says Calcutta HC",India,,no repeated crossexam for pocso survivor says calcutta hc,positive,0.0772,0.0772,0.0,0,no,0,0.0,0.02702
905,"Convicted for son's murder, Gujarat man kills self while on parole",India,,convicted for sons murder gujarat man kills self while on parole,negative,-0.8481,0.8481,0.0,0,no,0,0.0,0.29683499999999996
906,Bengaluru mall’s pink parking zone earns kudos,India,,bengaluru malls pink parking zone earns kudos,positive,0.5106,0.5106,0.3,0,no,0,0.0,0.28371
907,"After 6 years of Bengaluru Metro work, Kamaraj Road fully reopens",India,,after 6 years of bengaluru metro work kamaraj road fully reopens,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
908,"Dharamshala case: Girl was treated at 7 hospitals before she died, says SP",India,,dharamshala case girl was treated at 7 hospitals before she died says sp,negative,-0.5574,0.5574,0.0,0,no,0,0.0,0.19508999999999999
909,"Bridgerton Season 4 Part 1 release date, time and schedule: What to expect and how to watch Netflix series",India,,bridgerton season 4 part 1 release date time and schedule what to expect and how to watch netflix series,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
910,ED arrests Gujarat IAS officer Rajendrakumar Patel in graft-linked laundering case,India,,ed arrests gujarat ias officer rajendrakumar patel in graftlinked laundering case,negative,-0.4404,0.4404,0.0,0,no,0,0.0,0.15414
911,Online application process for psychiatrist to begin Jan 17,India,,online application process for psychiatrist to begin jan 17,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
912,Bengaluru woman found hanging; husband arrested for abetment,India,,bengaluru woman found hanging husband arrested for abetment,negative,-0.4767,0.4767,0.0,0,no,0,0.0,0.166845
913,What will the average Social Security check be in 2026? New estimates explained,India,,what will the average social security check be in 2026 new estimates explained,positive,0.34,0.34,0.307070707070707,0,no,0,0.0,0.22647474747474744
914,NY’s eve traffic on metro shows impact of new infra on social life,India,,nys eve traffic on metro shows impact of new infra on social life,neutral,0.0,0.0,0.2606060606060606,0,no,0,0.0,0.09121212121212122
915,"Indore water deaths: BJP corporator had raised red flag 2 years ago, files on replacing old pipelines did not move",India,,indore water deaths bjp corporator had raised red flag 2 years ago files on replacing old pipelines did not move,neutral,0.0,0.0,0.1,0,no,0,0.0,0.034999999999999996
916,"Indore water contamination: 200 still hospitalised, 32 in ICUs; municipal commissioner removed",India,,indore water contamination 200 still hospitalised 32 in icus municipal commissioner removed,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
917,"Shai Gilgeous-Alexander Vs Jalen Brunson: Exploring NBA legends' net worth, career, family, business and more",India,,shai gilgeousalexander vs jalen brunson exploring nba legends net worth career family business and more,positive,0.2263,0.2263,0.1999999999999999,0,no,0,0.0,0.14920499999999998
918,"Bengaluru police arrest techie, auto driver for posts against Darshan’s wife",India,,bengaluru police arrest techie auto driver for posts against darshans wife,negative,-0.34,0.34,0.0,0,no,0,0.0,0.119
919,"YouTuber arrested in Ramanagara for minor’s abduction, denies charges",India,,youtuber arrested in ramanagara for minors abduction denies charges,negative,-0.8957,0.8957,0.0,0,no,0,0.0,0.313495
920,Signs that your Moon is emotionally unbalanced,India,,signs that your moon is emotionally unbalanced,neutral,0.0,0.0,0.65,0,no,0,0.0,0.22749999999999998
921,"Indore water deaths: Civic body officials, councillors lock horns over accountability",India,,indore water deaths civic body officials councillors lock horns over accountability,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
922,"Bridgerton Season 4 Premiere Masquerade global livestream event date, time, schedule, how to join and RSVP",India,,bridgerton season 4 premiere masquerade global livestream event date time schedule how to join and rsvp,positive,0.296,0.296,0.0,0,no,0,0.0,0.10359999999999998
923,Uma Bharti: Indore water deaths a 'maha-paap'; govt must apologise,India,,uma bharti indore water deaths a mahapaap govt must apologise,positive,0.3818,0.3818,0.0,0,no,0,0.0,0.13362999999999997
924,"‘BMC should raise health spend, end privatisation in public healthcare’",India,,bmc should raise health spend end privatisation in public healthcare,neutral,0.0,0.0,0.0666666666666666,0,no,0,0.0,0.023333333333333307
925,"Quote of the day by Nikola Tesla: “A man is born to work, to suffer and to fight; he who doesn't, must perish.” — How Tesla’s wireless energy breakthrough reshaped the modern world",India,,quote of the day by nikola tesla a man is born to work to suffer and to fight he who doesnt must perish how teslas wireless energy breakthrough reshaped the modern world,negative,-0.6124,0.6124,0.3,0,no,0,0.0,0.31934
926,Top 10 Twitch streamers of 2025 by hours watched and Kai Cenat leads the way,India,,top 10 twitch streamers of 2025 by hours watched and kai cenat leads the way,positive,0.2023,0.2023,0.5,0,no,0,0.0,0.245805
927,"Starling Marte net worth in 2025: How much does the MLB star earn from salary, career, and investments",India,,starling marte net worth in 2025 how much does the mlb star earn from salary career and investments,positive,0.2263,0.2263,0.1,0,no,0,0.0,0.114205
928,Bridgerton Season 4 Episode 1 coming earlier than you can imagine. Here's how to watch early livestream screening before global release,India,,bridgerton season 4 episode 1 coming earlier than you can imagine heres how to watch early livestream screening before global release,neutral,0.0,0.0,0.2666666666666666,0,no,0,0.0,0.09333333333333331
929,Every Punjab family to get Rs 10 lakh medical cover from Jan 15,India,,every punjab family to get rs 10 lakh medical cover from jan 15,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
930,"Nagpur parents go to work, chain 12-yr-old 'habitual thief' at home",India,,nagpur parents go to work chain 12yrold habitual thief at home,negative,-0.5267,0.5267,0.0,0,no,0,0.0,0.18434499999999998
931,"Wealth quote of the day by Paul Samuelson: “Investing should be more like watching paint dry or watching grass grow. If you want excitement, take $800 .....” How Samuelson proved that a “boring” strategy wins",India,,wealth quote of the day by paul samuelson investing should be more like watching paint dry or watching grass grow if you want excitement take 800 how samuelson proved that a boring strategy wins,positive,0.8977,0.8977,0.5750000000000001,0,no,0,0.0,0.515445
932,Bad neighbours don't get to tell India how to combat terror: EAM,India,,bad neighbours dont get to tell india how to combat terror eam,negative,-0.8519,0.8519,0.6666666666666666,0,no,0,0.0,0.5314983333333333
933,Mumbai: Man arrested for Rs 21 lakh e-challan fraud,India,,mumbai man arrested for rs 21 lakh echallan fraud,negative,-0.7845,0.7845,0.0,0,no,0,0.0,0.27457499999999996
934,"Emily in Paris Season 6 renewal and release date update: Here's cast, plot expectations and how to watch Netflix series",India,,emily in paris season 6 renewal and release date update heres cast plot expectations and how to watch netflix series,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
935,Viral TikTok star Peller appeals to fans for financial help to repair ₦11m Mercedes damage,India,,viral tiktok star peller appeals to fans for financial help to repair 11m mercedes damage,negative,-0.128,0.128,0.0,0,no,0,0.0,0.0448
936,Quote of the day by Selena Gomez: 'Success is nothing if you don't have...' - life lessons on relationships by Grammy-nominated singer & Cannes best actress award winner,India,,quote of the day by selena gomez success is nothing if you dont have life lessons on relationships by grammynominated singer cannes best actress award winner,positive,0.9451,0.9451,0.15,0,no,0,0.0,0.383285
937,"Govt directs X to remove all obscene, unlawful content",India,,govt directs x to remove all obscene unlawful content,negative,-0.5859,0.5859,0.0,0,no,0,0.0,0.20506499999999997
938,Chinese New Year 2026 predictions: How does this year break down for each Zodiac sign?,India,,chinese new year 2026 predictions how does this year break down for each zodiac sign,neutral,0.0,0.0,0.2478114478114478,0,no,0,0.0,0.08673400673400672
939,"Abhishek Banerjee presents 3 'dead' voters at TMC rally; takes on EC, BJP",India,,abhishek banerjee presents 3 dead voters at tmc rally takes on ec bjp,negative,-0.6486,0.6486,0.4,0,no,0,0.0,0.36700999999999995
940,"Tyrese Haliburton's fiancée Jade Jones reveals major wedding update, hinting at 2026 celebration",India,,tyrese haliburtons fiance jade jones reveals major wedding update hinting at 2026 celebration,neutral,0.0,0.0,0.5,1,yes,1,0.499999750000125,0.37499995000002495
941,"Travis Kelce’s retirement decision may follow a familiar family pattern, says analyst",India,,travis kelces retirement decision may follow a familiar family pattern says analyst,neutral,0.0,0.0,0.5,0,no,0,0.0,0.175
942,Toru Ohtani net worth: A closer look at the earnings and coaching career of Shohei Ohtani’s father,India,,toru ohtani net worth a closer look at the earnings and coaching career of shohei ohtanis father,positive,0.2263,0.2263,0.05,0,no,0,0.0,0.096705
943,Digital transaction receive tremendous response from Maharashtra State Road Transport Corporation (MSRTC) passengers in 2025,India,,digital transaction receive tremendous response from maharashtra state road transport corporation msrtc passengers in 2025,neutral,0.0,0.0,0.5,0,no,0,0.0,0.175
